uniprotkb:P73489	uniprotkb:P73263	intact:EBI-862907|intact:EBI-1614554	intact:EBI-862065|intact:EBI-1610526	psi-mi:p73489_syny3(display_long)|uniprotkb:ssl2245(locus name)	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:"MI:0004"(affinity chromatography technology)	Hosoya-Matsuda et al. (2005)	pubmed:15509585|imex:IM-19381	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-862886|imex:IM-19381-1	intact-miscore:0.44	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|go:"GO:0004791"(thioredoxin-disulfide reductase activity)|go:"GO:0005829"(cytosol)|go:"GO:0016671"(oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor)|go:"GO:0034599"(cellular response to oxidative stress)|go:"GO:0047134"(protein-disulfide reductase activity)|interpro:IPR036249	-	-	-	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/17	2014/10/16	rogid:i46IcXutPaIX42Ur3ydTvk3v4RY1111708	rogid:pmtLxqM4rUESw7gi6taUEFhiyB01111708	intact-crc:001E753CCA3E232E|rigid:gnX3Obj/aHUj9cPYUptHCQyFo88	false	-	mutation increasing interaction:34-34	-	-	psi-mi:"MI:0039"(edman degradation)	psi-mi:"MI:0039"(edman degradation)
uniprotkb:P73263	uniprotkb:P73348	intact:EBI-862065|intact:EBI-1610526	intact:EBI-862753|intact:EBI-1609140	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:p73348_syny3(display_long)|uniprotkb:slr1198(locus name)	psi-mi:"MI:0004"(affinity chromatography technology)	Hosoya-Matsuda et al. (2005)	pubmed:15509585|imex:IM-19381	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-866152|imex:IM-19381-6	intact-miscore:0.59	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|go:"GO:0004791"(thioredoxin-disulfide reductase activity)|go:"GO:0005829"(cytosol)|go:"GO:0016671"(oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor)|go:"GO:0034599"(cellular response to oxidative stress)|go:"GO:0047134"(protein-disulfide reductase activity)|interpro:IPR036249	go:"GO:0051920"(peroxiredoxin activity)|interpro:IPR000866(Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen)|interpro:IPR024706|interpro:IPR019479|go:"GO:0005623"(cell)|go:"GO:0045454"(cell redox homeostasis)|interpro:IPR013766(Thioredoxin domain)|go:"GO:0042802"(identical protein binding)|interpro:IPR036249	-	-	-	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/17	2014/10/16	rogid:pmtLxqM4rUESw7gi6taUEFhiyB01111708	rogid:unZ6HHdDITX8CCxZXTkJqHD/6Xc1111708	intact-crc:44DBC6D432EDBF94|rigid:RzkDWGcDkURyP7eCs8efTzWDX84	false	mutation increasing interaction:34-34	-	-	-	psi-mi:"MI:0039"(edman degradation)	psi-mi:"MI:0039"(edman degradation)
uniprotkb:P73728	uniprotkb:P73263	intact:EBI-862771|intact:EBI-1616219	intact:EBI-862065|intact:EBI-1610526	psi-mi:prx5_syny3(display_long)|uniprotkb:Thioredoxin peroxidase(gene name synonym)|uniprotkb:sll1621(locus name)	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:"MI:0004"(affinity chromatography technology)	Hosoya-Matsuda et al. (2005)	pubmed:15509585|imex:IM-19381	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-866161|imex:IM-19381-7	intact-miscore:0.74	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	interpro:IPR013740(Redoxin)|go:"GO:0004601"(peroxidase activity)|go:"GO:0051920"(peroxiredoxin activity)|go:"GO:0005623"(cell)|go:"GO:0045454"(cell redox homeostasis)|interpro:IPR013766(Thioredoxin domain)|go:"GO:0042802"(identical protein binding)|interpro:IPR037944|interpro:IPR036249	go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|go:"GO:0004791"(thioredoxin-disulfide reductase activity)|go:"GO:0005829"(cytosol)|go:"GO:0016671"(oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor)|go:"GO:0034599"(cellular response to oxidative stress)|go:"GO:0047134"(protein-disulfide reductase activity)|interpro:IPR036249	-	-	-	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/17	2014/10/16	rogid:iyXe33wREcbau9o/0FC00DAarb01111708	rogid:pmtLxqM4rUESw7gi6taUEFhiyB01111708	intact-crc:B12F2E03DA17722E|rigid:JItHdd31PANvA0jI+Vp6DNLG5yA	false	-	mutation increasing interaction:34-34	-	-	psi-mi:"MI:0039"(edman degradation)	psi-mi:"MI:0039"(edman degradation)
uniprotkb:P73263	uniprotkb:Q54714	intact:EBI-862065|intact:EBI-1610526	intact:EBI-597742|uniprotkb:P73205|intact:EBI-1617952	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:phcb_syny3(display_long)|uniprotkb:cpcB(gene name)|psi-mi:cpcB(display_short)|uniprotkb:sll1577(locus name)	psi-mi:"MI:0004"(affinity chromatography technology)	Hosoya-Matsuda et al. (2005)	pubmed:15509585|imex:IM-19381	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-866170|imex:IM-19381-8	intact-miscore:0.44	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|go:"GO:0004791"(thioredoxin-disulfide reductase activity)|go:"GO:0005829"(cytosol)|go:"GO:0016671"(oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor)|go:"GO:0034599"(cellular response to oxidative stress)|go:"GO:0047134"(protein-disulfide reductase activity)|interpro:IPR036249	rcsb pdb:4F0T|interpro:IPR012128(Phycobilisome alpha and beta chains)|interpro:IPR006247(Phycocyanin, beta subunit)|go:"GO:0030089"(phycobilisome)|go:"GO:0015979"(photosynthesis)|go:"GO:0018298"(protein-chromophore linkage)|interpro:IPR009050(Globin-like)|go:"GO:0055114"(oxidation-reduction process)|interpro:IPR038719	-	-	-	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/17	2014/10/16	rogid:pmtLxqM4rUESw7gi6taUEFhiyB01111708	rogid:6ij8WGjnubxW7rNND3JGgmF3pR01111708	intact-crc:BAFCA42372713B65|rigid:gAc0kqfPm7OzYcwqQ8GE5m3BBX8	false	mutation increasing interaction:34-34	-	-	-	psi-mi:"MI:0039"(edman degradation)	psi-mi:"MI:0039"(edman degradation)
uniprotkb:Q01952	uniprotkb:P73263	intact:EBI-862899|intact:EBI-1622294	intact:EBI-862065|intact:EBI-1610526	psi-mi:apcb_syny3(display_long)|uniprotkb:apcB(gene name)|psi-mi:apcB(display_short)|uniprotkb:slr1986(locus name)	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:"MI:0004"(affinity chromatography technology)	Hosoya-Matsuda et al. (2005)	pubmed:15509585|imex:IM-19381	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-866179|imex:IM-19381-9	intact-miscore:0.44	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	interpro:IPR006245(Allophycocyanin, beta subunit)|interpro:IPR009050(Globin-like)|interpro:IPR012128(Phycobilisome alpha and beta chains)|go:"GO:0030089"(phycobilisome)|go:"GO:0015979"(photosynthesis)|go:"GO:0018298"(protein-chromophore linkage)|go:"GO:0055114"(oxidation-reduction process)|rcsb pdb:4PO5|interpro:IPR038719	go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|go:"GO:0004791"(thioredoxin-disulfide reductase activity)|go:"GO:0005829"(cytosol)|go:"GO:0016671"(oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor)|go:"GO:0034599"(cellular response to oxidative stress)|go:"GO:0047134"(protein-disulfide reductase activity)|interpro:IPR036249	-	-	-	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/17	2014/10/16	rogid:01U9AVpVJEbH+YKk3hgaHTkRBrQ1111708	rogid:pmtLxqM4rUESw7gi6taUEFhiyB01111708	intact-crc:339AEC1EF250D586|rigid:ln0wYwiCwLGweg3FLAXUJT8RhP4	false	-	mutation increasing interaction:34-34	-	-	psi-mi:"MI:0039"(edman degradation)	psi-mi:"MI:0039"(edman degradation)
uniprotkb:P09856	uniprotkb:Q55389	intact:EBI-863615	intact:EBI-863211|intact:EBI-1608683	psi-mi:trxf_spiol(display_long)	psi-mi:ftrc_syny3(display_long)|uniprotkb:ftrC(gene name)|psi-mi:ftrC(display_short)|uniprotkb:Ferredoxin-thioredoxin reductase subunit B(gene name synonym)|uniprotkb:sll0554(orf name)	psi-mi:"MI:0071"(molecular sieving)	Glauser et al. (2004)	pubmed:14769790|imex:IM-18903	taxid:3562(spiol)|taxid:3562("Spinacia oleracea (Spinach)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-863684|imex:IM-18903-4	intact-miscore:0.74	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|go:"GO:0009507"(chloroplast)|go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|rcsb pdb:1F9M|rcsb pdb:1FAA|rcsb pdb:2PU9|rcsb pdb:2PVO|dip:DIP-37834N|interpro:IPR036249	interpro:IPR024707|interpro:IPR004209(Ferredoxin thioredoxin reductase, beta subunit)|rcsb pdb:1DJ7|rcsb pdb:2PU9|rcsb pdb:2PUK|rcsb pdb:2PUO|rcsb pdb:2PVD|rcsb pdb:2PVG|rcsb pdb:2PVO|go:"GO:0009055"(electron transfer activity)|go:"GO:0015979"(photosynthesis)|go:"GO:0030385"("ferredoxin:thioredoxin reductase activity")|go:"GO:0046872"(metal ion binding)|go:"GO:0051539"(4 iron, 4 sulfur cluster binding)|go:"GO:0055114"(oxidation-reduction process)|dip:DIP-35307N|go:"GO:0103012"(ferredoxin-thioredoxin reductase activity)|interpro:IPR036644	-	comment:"\"DIP protein P09856 original sequence version: 94\""	comment:"\"DIP protein Q55389 original sequence version: 80\""	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/21	2014/10/16	rogid:I9e0yJV9T8/4SM+sXzcRYJoS02I3562	rogid:FYjurHurXNNTk+iXIzW9llR84D81111708	intact-crc:FE522836928C257C|rigid:NASBp/5DHkOjPb3ENLwV5GCwjcI	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P27320	uniprotkb:Q55389	intact:EBI-863421	intact:EBI-863211|intact:EBI-1608683	psi-mi:fer_syny3(display_long)|uniprotkb:Ferredoxin I(gene name synonym)|uniprotkb:petF(gene name)|psi-mi:petF(display_short)|uniprotkb:fed(gene name synonym)|uniprotkb:ssl0020(locus name)	psi-mi:ftrc_syny3(display_long)|uniprotkb:ftrC(gene name)|psi-mi:ftrC(display_short)|uniprotkb:Ferredoxin-thioredoxin reductase subunit B(gene name synonym)|uniprotkb:sll0554(orf name)	psi-mi:"MI:0071"(molecular sieving)	Glauser et al. (2004)	pubmed:14769790|imex:IM-18903	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-864837|imex:IM-18903-8	intact-miscore:0.68	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	go:"GO:0051537"(2 iron, 2 sulfur cluster binding)|go:"GO:0009055"(electron transfer activity)|go:"GO:0046872"(metal ion binding)|interpro:IPR006058(2Fe-2S ferredoxin, iron-sulphur binding site)|interpro:IPR012675(Beta-grasp fold, ferredoxin-type)|rcsb pdb:2PVG|rcsb pdb:2PVO|interpro:IPR010241(Ferredoxin [2Fe-2S], plant)|interpro:IPR001041(Ferredoxin)|rcsb pdb:1DOX|rcsb pdb:1DOY|rcsb pdb:1OFF|rcsb pdb:2KAJ|rcsb pdb:5AUK|dip:DIP-35027N|mint:P27320|interpro:IPR036010	interpro:IPR024707|interpro:IPR004209(Ferredoxin thioredoxin reductase, beta subunit)|rcsb pdb:1DJ7|rcsb pdb:2PU9|rcsb pdb:2PUK|rcsb pdb:2PUO|rcsb pdb:2PVD|rcsb pdb:2PVG|rcsb pdb:2PVO|go:"GO:0009055"(electron transfer activity)|go:"GO:0015979"(photosynthesis)|go:"GO:0030385"("ferredoxin:thioredoxin reductase activity")|go:"GO:0046872"(metal ion binding)|go:"GO:0051539"(4 iron, 4 sulfur cluster binding)|go:"GO:0055114"(oxidation-reduction process)|dip:DIP-35307N|go:"GO:0103012"(ferredoxin-thioredoxin reductase activity)|interpro:IPR036644	-	comment:"\"DIP protein P27320 original sequence version: 110\""	comment:"\"DIP protein Q55389 original sequence version: 80\""	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/21	2014/10/16	rogid:4XAUy7K8DForbTMBrxAxM7S+2Qs1111708	rogid:FYjurHurXNNTk+iXIzW9llR84D81111708	intact-crc:55140BF9C13D33FB|rigid:Uw1Ml0x9+swukto2S4uEUC2QuII	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P27320	uniprotkb:P07591	intact:EBI-863421	intact:EBI-537449|uniprotkb:Q41394|uniprotkb:Q41395	psi-mi:fer_syny3(display_long)|uniprotkb:Ferredoxin I(gene name synonym)|uniprotkb:petF(gene name)|psi-mi:petF(display_short)|uniprotkb:fed(gene name synonym)|uniprotkb:ssl0020(locus name)	psi-mi:trxm_spiol(display_long)	psi-mi:"MI:0071"(molecular sieving)	Glauser et al. (2004)	pubmed:14769790|imex:IM-18903	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:3562(spiol)|taxid:3562("Spinacia oleracea (Spinach)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-864837|imex:IM-18903-8	intact-miscore:0.44	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	go:"GO:0051537"(2 iron, 2 sulfur cluster binding)|go:"GO:0009055"(electron transfer activity)|go:"GO:0046872"(metal ion binding)|interpro:IPR006058(2Fe-2S ferredoxin, iron-sulphur binding site)|interpro:IPR012675(Beta-grasp fold, ferredoxin-type)|rcsb pdb:2PVG|rcsb pdb:2PVO|interpro:IPR010241(Ferredoxin [2Fe-2S], plant)|interpro:IPR001041(Ferredoxin)|rcsb pdb:1DOX|rcsb pdb:1DOY|rcsb pdb:1OFF|rcsb pdb:2KAJ|rcsb pdb:5AUK|dip:DIP-35027N|mint:P27320|interpro:IPR036010	go:"GO:0009507"(chloroplast)|go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|rcsb pdb:1FB0|rcsb pdb:1FB6|rcsb pdb:1GL8|rcsb pdb:2PUK|interpro:IPR036249|dip:DIP-33500N	-	comment:"\"DIP protein P27320 original sequence version: 110\""	comment:"\"DIP protein P07591 original sequence version: 103\""	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/21	2014/10/16	rogid:4XAUy7K8DForbTMBrxAxM7S+2Qs1111708	rogid:lrP5MXo4b68Lw+0Sri9MQiidtzo3562	intact-crc:55140BF9C13D33FB|rigid:Uw1Ml0x9+swukto2S4uEUC2QuII	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P07591	uniprotkb:Q55389	intact:EBI-537449|uniprotkb:Q41394|uniprotkb:Q41395	intact:EBI-863211|intact:EBI-1608683	psi-mi:trxm_spiol(display_long)	psi-mi:ftrc_syny3(display_long)|uniprotkb:ftrC(gene name)|psi-mi:ftrC(display_short)|uniprotkb:Ferredoxin-thioredoxin reductase subunit B(gene name synonym)|uniprotkb:sll0554(orf name)	psi-mi:"MI:0071"(molecular sieving)	Glauser et al. (2004)	pubmed:14769790|imex:IM-18903	taxid:3562(spiol)|taxid:3562("Spinacia oleracea (Spinach)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-864843|imex:IM-18903-9	intact-miscore:0.72	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	go:"GO:0009507"(chloroplast)|go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|rcsb pdb:1FB0|rcsb pdb:1FB6|rcsb pdb:1GL8|rcsb pdb:2PUK|interpro:IPR036249|dip:DIP-33500N	interpro:IPR024707|interpro:IPR004209(Ferredoxin thioredoxin reductase, beta subunit)|rcsb pdb:1DJ7|rcsb pdb:2PU9|rcsb pdb:2PUK|rcsb pdb:2PUO|rcsb pdb:2PVD|rcsb pdb:2PVG|rcsb pdb:2PVO|go:"GO:0009055"(electron transfer activity)|go:"GO:0015979"(photosynthesis)|go:"GO:0030385"("ferredoxin:thioredoxin reductase activity")|go:"GO:0046872"(metal ion binding)|go:"GO:0051539"(4 iron, 4 sulfur cluster binding)|go:"GO:0055114"(oxidation-reduction process)|dip:DIP-35307N|go:"GO:0103012"(ferredoxin-thioredoxin reductase activity)|interpro:IPR036644	-	comment:"\"DIP protein P07591 original sequence version: 103\""	comment:"\"DIP protein Q55389 original sequence version: 80\""	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/21	2014/10/16	rogid:lrP5MXo4b68Lw+0Sri9MQiidtzo3562	rogid:FYjurHurXNNTk+iXIzW9llR84D81111708	intact-crc:1FE285ADF4924794|rigid:14TYiQ4NQuZUlvPc/uGjkbD07YE	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:Q55389	uniprotkb:P09856	intact:EBI-863211|intact:EBI-1608683	intact:EBI-863615	psi-mi:ftrc_syny3(display_long)|uniprotkb:ftrC(gene name)|psi-mi:ftrC(display_short)|uniprotkb:Ferredoxin-thioredoxin reductase subunit B(gene name synonym)|uniprotkb:sll0554(orf name)	psi-mi:trxf_spiol(display_long)	psi-mi:"MI:0226"(ion exchange chromatography)	Glauser et al. (2004)	pubmed:14769790|imex:IM-18903	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:3562(spiol)|taxid:3562("Spinacia oleracea (Spinach)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-863921|imex:IM-18903-5	intact-miscore:0.74	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	interpro:IPR024707|interpro:IPR004209(Ferredoxin thioredoxin reductase, beta subunit)|rcsb pdb:1DJ7|rcsb pdb:2PU9|rcsb pdb:2PUK|rcsb pdb:2PUO|rcsb pdb:2PVD|rcsb pdb:2PVG|rcsb pdb:2PVO|go:"GO:0009055"(electron transfer activity)|go:"GO:0015979"(photosynthesis)|go:"GO:0030385"("ferredoxin:thioredoxin reductase activity")|go:"GO:0046872"(metal ion binding)|go:"GO:0051539"(4 iron, 4 sulfur cluster binding)|go:"GO:0055114"(oxidation-reduction process)|dip:DIP-35307N|go:"GO:0103012"(ferredoxin-thioredoxin reductase activity)|interpro:IPR036644	interpro:IPR005746(Thioredoxin)|interpro:IPR017937|interpro:IPR013766(Thioredoxin domain)|go:"GO:0009507"(chloroplast)|go:"GO:0015035"(protein disulfide oxidoreductase activity)|go:"GO:0045454"(cell redox homeostasis)|go:"GO:0006662"(glycerol ether metabolic process)|rcsb pdb:1F9M|rcsb pdb:1FAA|rcsb pdb:2PU9|rcsb pdb:2PVO|dip:DIP-37834N|interpro:IPR036249	-	comment:"\"DIP protein Q55389 original sequence version: 80\""	comment:"\"DIP protein P09856 original sequence version: 94\""	dataset:Cyanobacteria - Interaction dataset based on Cyanobacteria proteins and related species|full coverage:Only protein-protein interactions|curation depth:imex curation	taxid:-1(in vitro)|taxid:-1(In vitro)	-	2006/02/21	2014/10/16	rogid:FYjurHurXNNTk+iXIzW9llR84D81111708	rogid:I9e0yJV9T8/4SM+sXzcRYJoS02I3562	intact-crc:FB97482533275152|rigid:NASBp/5DHkOjPb3ENLwV5GCwjcI	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
